y,x,street_count,junction,highway,ref,geometry
13.3487278,74.8561286,3,,,,POINT (74.8561286 13.3487278)
13.347425,74.8504524,3,,,,POINT (74.8504524 13.347425)
13.3549655,74.8171507,4,,,,POINT (74.8171507 13.3549655)
13.3509273,74.8273871,3,,,,POINT (74.8273871 13.3509273)
13.3474862,74.854255,3,,,,POINT (74.854255 13.3474862)
13.3512133,74.8256992,3,,,,POINT (74.8256992 13.3512133)
13.3627825,74.7755405,3,,,,POINT (74.7755405 13.3627825)
13.3586489,74.7850727,3,,,,POINT (74.7850727 13.3586489)
13.3642094,74.7745192,3,,,,POINT (74.7745192 13.3642094)
13.3529665,74.7839043,3,,,,POINT (74.7839043 13.3529665)
13.358788,74.7850529,3,,,,POINT (74.7850529 13.358788)
13.3626044,74.7761117,3,,,,POINT (74.7761117 13.3626044)
13.3573903,74.7844791,3,,,,POINT (74.7844791 13.3573903)
13.3625334,74.7779329,3,,,,POINT (74.7779329 13.3625334)
13.3561052,74.7840082,3,,,,POINT (74.7840082 13.3561052)
13.3841647,74.9030985,3,,,,POINT (74.9030985 13.3841647)
13.3838002,74.903174,3,,,,POINT (74.903174 13.3838002)
13.3851306,74.7384051,4,,,,POINT (74.7384051 13.3851306)
13.3313982,74.7455242,3,,,,POINT (74.7455242 13.3313982)
13.3330085,74.7446552,4,,,,POINT (74.7446552 13.3330085)
13.3321873,74.7445895,3,,,,POINT (74.7445895 13.3321873)
13.3301416,74.7438093,4,,,,POINT (74.7438093 13.3301416)
13.3249143,74.7399258,3,,,,POINT (74.7399258 13.3249143)
13.3330056,74.739696,4,,,,POINT (74.739696 13.3330056)
13.3271643,74.7398694,3,,,,POINT (74.7398694 13.3271643)
13.3316148,74.7398129,3,,,,POINT (74.7398129 13.3316148)
13.329898,74.7421362,3,,,,POINT (74.7421362 13.329898)
13.331702,74.7403871,3,,,,POINT (74.7403871 13.331702)
13.3316138,74.7400685,3,,,,POINT (74.7400685 13.3316138)
13.3315663,74.7411542,3,,,,POINT (74.7411542 13.3315663)
13.3278412,74.7398743,4,,,,POINT (74.7398743 13.3278412)
13.3367412,74.7433862,3,,,,POINT (74.7433862 13.3367412)
13.3368056,74.7438678,3,,,,POINT (74.7438678 13.3368056)
13.3383294,74.7488766,3,,,,POINT (74.7488766 13.3383294)
13.3376264,74.7480126,1,,,,POINT (74.7480126 13.3376264)
13.3381289,74.7479759,3,,,,POINT (74.7479759 13.3381289)
13.3387018,74.7444558,3,,,,POINT (74.7444558 13.3387018)
13.3393043,74.7486487,3,,,,POINT (74.7486487 13.3393043)
13.342837,74.7493787,3,,,,POINT (74.7493787 13.342837)
13.3423461,74.7493046,3,,,,POINT (74.7493046 13.3423461)
13.3431607,74.749321,3,,,,POINT (74.749321 13.3431607)
13.3433367,74.747613,4,,,,POINT (74.747613 13.3433367)
13.3421962,74.7476371,3,,,,POINT (74.7476371 13.3421962)
13.342116,74.7474026,3,,,,POINT (74.7474026 13.342116)
13.3423357,74.748195,3,,,,POINT (74.748195 13.3423357)
13.3423342,74.7486017,3,,,,POINT (74.7486017 13.3423342)
13.341102,74.7486345,3,,,,POINT (74.7486345 13.341102)
13.3411566,74.7494347,4,,,,POINT (74.7494347 13.3411566)
13.3417038,74.750312,3,,,,POINT (74.750312 13.3417038)
13.3429587,74.7511005,3,,,,POINT (74.7511005 13.3429587)
13.3413473,74.7503804,3,,,,POINT (74.7503804 13.3413473)
13.3428718,74.750288,3,,,,POINT (74.750288 13.3428718)
13.345148,74.7506348,3,,,,POINT (74.7506348 13.345148)
13.3428506,74.7500397,3,,,,POINT (74.7500397 13.3428506)
13.3418893,74.7502449,3,,,,POINT (74.7502449 13.3418893)
13.3417427,74.749304,3,,,,POINT (74.749304 13.3417427)
13.3407681,74.7504679,3,,,,POINT (74.7504679 13.3407681)
13.3405662,74.7494969,3,,,,POINT (74.7494969 13.3405662)
13.3409347,74.7513198,1,,,,POINT (74.7513198 13.3409347)
13.341134,74.7515049,1,,,,POINT (74.7515049 13.341134)
13.3426257,74.7533698,3,,,,POINT (74.7533698 13.3426257)
13.3438003,74.7493294,3,,,,POINT (74.7493294 13.3438003)
13.3434254,74.7481306,3,,,,POINT (74.7481306 13.3434254)
13.34397,74.7503031,3,,,,POINT (74.7503031 13.34397)
13.3732658,74.74531,3,,,,POINT (74.74531 13.3732658)
13.3724549,74.7420448,3,,,,POINT (74.7420448 13.3724549)
13.3724079,74.7419106,3,,,,POINT (74.7419106 13.3724079)
13.3719121,74.740521,3,,,,POINT (74.740521 13.3719121)
13.3717607,74.740296,1,,,,POINT (74.740296 13.3717607)
13.3754404,74.74358,3,,,,POINT (74.74358 13.3754404)
13.3709257,74.725308,3,,,,POINT (74.725308 13.3709257)
13.3802019,74.738928,4,,,,POINT (74.738928 13.3802019)
13.3754404,74.7322167,3,,,,POINT (74.7322167 13.3754404)
13.3766055,74.7346139,3,,,,POINT (74.7346139 13.3766055)
13.3632484,74.7181412,3,,,,POINT (74.7181412 13.3632484)
13.3674968,74.7218963,4,,,,POINT (74.7218963 13.3674968)
13.3721493,74.7275498,3,,,,POINT (74.7275498 13.3721493)
13.3746312,74.7133776,3,,,,POINT (74.7133776 13.3746312)
13.3627996,74.7140267,3,,,,POINT (74.7140267 13.3627996)
13.3568862,74.7147455,3,,,,POINT (74.7147455 13.3568862)
13.3562437,74.7143646,3,,,,POINT (74.7143646 13.3562437)
13.3711126,74.7255893,3,,,,POINT (74.7255893 13.3711126)
13.3720198,74.7250155,4,,,,POINT (74.7250155 13.3720198)
13.3713292,74.7259285,3,,,,POINT (74.7259285 13.3713292)
13.3722779,74.7243818,1,,,,POINT (74.7243818 13.3722779)
13.3763653,74.7342039,3,,,,POINT (74.7342039 13.3763653)
13.3758005,74.7329954,3,,,,POINT (74.7329954 13.3758005)
13.3349355,74.7563731,4,,,,POINT (74.7563731 13.3349355)
13.3376208,74.7562355,3,,,,POINT (74.7562355 13.3376208)
13.3384441,74.755488,3,,,,POINT (74.755488 13.3384441)
13.3431357,74.7600634,3,,,,POINT (74.7600634 13.3431357)
13.3363675,74.7568814,3,,,,POINT (74.7568814 13.3363675)
13.336817,74.7548613,4,,,,POINT (74.7548613 13.336817)
13.3374957,74.7548348,4,,,,POINT (74.7548348 13.3374957)
13.3397519,74.7533912,3,,,,POINT (74.7533912 13.3397519)
13.3451607,74.7649427,3,,,,POINT (74.7649427 13.3451607)
13.3449104,74.7606127,3,,,,POINT (74.7606127 13.3449104)
13.3453883,74.7607564,3,,,,POINT (74.7607564 13.3453883)
13.3430468,74.7649803,3,,,,POINT (74.7649803 13.3430468)
13.3423997,74.7625261,1,,,,POINT (74.7625261 13.3423997)
13.3433652,74.7656294,3,,,,POINT (74.7656294 13.3433652)
13.3425671,74.7649436,3,,,,POINT (74.7649436 13.3425671)
13.3432154,74.7657612,3,,,,POINT (74.7657612 13.3432154)
13.3388843,74.7677,1,,,,POINT (74.7677 13.3388843)
13.3387783,74.7665953,3,,,,POINT (74.7665953 13.3387783)
13.3442238,74.7632342,3,,,,POINT (74.7632342 13.3442238)
13.3418203,74.7650608,3,,,,POINT (74.7650608 13.3418203)
13.3416428,74.7649803,1,,,,POINT (74.7649803 13.3416428)
13.3442056,74.7649776,3,,,,POINT (74.7649776 13.3442056)
13.3438481,74.7698637,3,,,,POINT (74.7698637 13.3438481)
13.3438347,74.7668772,3,,,,POINT (74.7668772 13.3438347)
13.3471795,74.7679289,3,,,,POINT (74.7679289 13.3471795)
13.3572853,74.7636813,3,,,,POINT (74.7636813 13.3572853)
13.3573597,74.761979,3,,,,POINT (74.761979 13.3573597)
13.3573552,74.7614799,4,,,,POINT (74.7614799 13.3573552)
13.3472596,74.7643062,3,,,,POINT (74.7643062 13.3472596)
13.3476294,74.762068,3,,,,POINT (74.762068 13.3476294)
13.3555993,74.7617362,4,,,,POINT (74.7617362 13.3555993)
13.3473631,74.7635723,3,,,,POINT (74.7635723 13.3473631)
13.3593026,74.764645,3,,,,POINT (74.764645 13.3593026)
13.3602943,74.7679119,3,,,,POINT (74.7679119 13.3602943)
13.3585891,74.7623123,3,,,,POINT (74.7623123 13.3585891)
13.3567095,74.7602368,3,,,,POINT (74.7602368 13.3567095)
13.3575228,74.7561585,3,,,,POINT (74.7561585 13.3575228)
13.3592191,74.762113,3,,,,POINT (74.762113 13.3592191)
13.3566611,74.750352,4,,,,POINT (74.750352 13.3566611)
13.3595009,74.7634702,3,,,,POINT (74.7634702 13.3595009)
13.3573373,74.7624957,3,,,,POINT (74.7624957 13.3573373)
13.3555524,74.7612212,3,,,,POINT (74.7612212 13.3555524)
13.3591565,74.7620272,3,,,,POINT (74.7620272 13.3591565)
13.358955,74.7525923,3,,,,POINT (74.7525923 13.358955)
13.3585047,74.7543474,3,,,,POINT (74.7543474 13.3585047)
13.3581387,74.756121,3,,,,POINT (74.756121 13.3581387)
13.358765,74.7586369,3,,,,POINT (74.7586369 13.358765)
13.3591293,74.7557307,3,,,,POINT (74.7557307 13.3591293)
13.3574895,74.7540721,4,,,,POINT (74.7540721 13.3574895)
13.3581221,74.7555276,3,,,,POINT (74.7555276 13.3581221)
13.3591408,74.755445,3,,,,POINT (74.755445 13.3591408)
13.3588433,74.7514593,3,,,,POINT (74.7514593 13.3588433)
13.3590764,74.7560701,4,,,,POINT (74.7560701 13.3590764)
13.3590625,74.7543453,4,,,,POINT (74.7543453 13.3590625)
13.3590748,74.7545618,3,,,,POINT (74.7545618 13.3590748)
13.3574168,74.7526938,3,,,,POINT (74.7526938 13.3574168)
13.3581074,74.754694,3,,,,POINT (74.754694 13.3581074)
13.3581151,74.7540384,3,,,,POINT (74.7540384 13.3581151)
13.3588798,74.7576981,3,,,,POINT (74.7576981 13.3588798)
13.35812,74.7558131,3,,,,POINT (74.7558131 13.35812)
13.3590416,74.7539859,3,,,,POINT (74.7539859 13.3590416)
13.3580917,74.7544043,3,,,,POINT (74.7544043 13.3580917)
13.3587271,74.7599161,4,,,,POINT (74.7599161 13.3587271)
13.3585342,74.7546294,4,,,,POINT (74.7546294 13.3585342)
13.3720216,74.7368892,3,,,,POINT (74.7368892 13.3720216)
13.3742731,74.7375345,3,,,,POINT (74.7375345 13.3742731)
13.378775,74.7376512,5,,,,POINT (74.7376512 13.378775)
13.3754068,74.7366746,4,,,,POINT (74.7366746 13.3754068)
13.3722003,74.7382257,3,,,,POINT (74.7382257 13.3722003)
13.3747032,74.7366171,4,,,,POINT (74.7366171 13.3747032)
13.3714587,74.7371353,3,,,,POINT (74.7371353 13.3714587)
13.3726829,74.7378373,3,,,,POINT (74.7378373 13.3726829)
13.3715942,74.7380372,4,,,,POINT (74.7380372 13.3715942)
13.374555,74.7369766,3,,,,POINT (74.7369766 13.374555)
13.3732258,74.7377399,3,,,,POINT (74.7377399 13.3732258)
13.3746489,74.7375024,3,,,,POINT (74.7375024 13.3746489)
13.3721737,74.7379311,4,,,,POINT (74.7379311 13.3721737)
13.3737721,74.7376418,3,,,,POINT (74.7376418 13.3737721)
13.3766613,74.7371575,3,,,,POINT (74.7371575 13.3766613)
13.3725231,74.7367182,3,,,,POINT (74.7367182 13.3725231)
13.3705397,74.7376351,3,,,,POINT (74.7376351 13.3705397)
13.3676049,74.733219,3,,,,POINT (74.733219 13.3676049)
13.3652085,74.7346984,3,,,,POINT (74.7346984 13.3652085)
13.3703962,74.7381769,3,,,,POINT (74.7381769 13.3703962)
13.3698195,74.728875,3,,,,POINT (74.728875 13.3698195)
13.3678728,74.7395073,3,,,,POINT (74.7395073 13.3678728)
13.3680681,74.7452353,3,,,,POINT (74.7452353 13.3680681)
13.3678389,74.7429566,4,,,,POINT (74.7429566 13.3678389)
13.3679486,74.7408559,3,,,,POINT (74.7408559 13.3679486)
13.368027,74.744933,3,,,,POINT (74.744933 13.368027)
13.3695664,74.7440858,1,,,,POINT (74.7440858 13.3695664)
13.3653831,74.7445054,3,,,,POINT (74.7445054 13.3653831)
13.3657912,74.7425703,1,,,,POINT (74.7425703 13.3657912)
13.3671215,74.7426304,3,,,,POINT (74.7426304 13.3671215)
13.3677684,74.7424899,1,,,,POINT (74.7424899 13.3677684)
13.3669986,74.7416584,1,,,,POINT (74.7416584 13.3669986)
13.363793,74.7432354,3,,,,POINT (74.7432354 13.363793)
13.3622414,74.7410174,3,,,,POINT (74.7410174 13.3622414)
13.3632218,74.7428775,3,,,,POINT (74.7428775 13.3632218)
13.3630447,74.7438601,3,,,,POINT (74.7438601 13.3630447)
13.3647257,74.7400491,1,,,,POINT (74.7400491 13.3647257)
13.3627521,74.7404018,3,,,,POINT (74.7404018 13.3627521)
13.3638174,74.7429416,3,,,,POINT (74.7429416 13.3638174)
13.3635381,74.7429079,4,,,,POINT (74.7429079 13.3635381)
13.3609945,74.7430235,4,,,,POINT (74.7430235 13.3609945)
13.362719,74.7400865,3,,,,POINT (74.7400865 13.362719)
13.3640472,74.738936,1,,,,POINT (74.738936 13.3640472)
13.3581886,74.7326918,1,,,,POINT (74.7326918 13.3581886)
13.359744,74.7390486,3,,,,POINT (74.7390486 13.359744)
13.3590837,74.7383459,3,,,,POINT (74.7383459 13.3590837)
13.3598249,74.7395958,3,,,,POINT (74.7395958 13.3598249)
13.3616726,74.7419172,3,,,,POINT (74.7419172 13.3616726)
13.3586297,74.7347008,3,,,,POINT (74.7347008 13.3586297)
13.3600057,74.7405036,3,,,,POINT (74.7405036 13.3600057)
13.3598223,74.7416584,3,,,,POINT (74.7416584 13.3598223)
13.3586009,74.7345962,3,,,,POINT (74.7345962 13.3586009)
13.3599145,74.7400268,3,,,,POINT (74.7400268 13.3599145)
13.3600133,74.7407347,3,,,,POINT (74.7407347 13.3600133)
13.3587598,74.7327133,3,,,,POINT (74.7327133 13.3587598)
13.3589898,74.7350457,3,,,,POINT (74.7350457 13.3589898)
13.3596072,74.7382296,3,,,,POINT (74.7382296 13.3596072)
13.3590569,74.7319931,3,,,,POINT (74.7319931 13.3590569)
13.3392653,74.752022,3,,,,POINT (74.752022 13.3392653)
13.3392158,74.7510006,3,,,,POINT (74.7510006 13.3392158)
13.3399285,74.7512421,1,,,,POINT (74.7512421 13.3399285)
13.3408685,74.7509743,3,,,,POINT (74.7509743 13.3408685)
13.3399206,74.751095,3,,,,POINT (74.751095 13.3399206)
13.341827,74.7513464,3,,,,POINT (74.7513464 13.341827)
13.3406128,74.7532737,3,,,,POINT (74.7532737 13.3406128)
13.3421967,74.7530623,3,,,,POINT (74.7530623 13.3421967)
13.342206,74.7532935,3,,,,POINT (74.7532935 13.342206)
13.3429792,74.7516443,3,,,,POINT (74.7516443 13.3429792)
13.3420266,74.7517972,3,,,,POINT (74.7517972 13.3420266)
13.3429948,74.7519474,1,,,,POINT (74.7519474 13.3429948)
13.340291,74.7503837,1,,,,POINT (74.7503837 13.340291)
13.3400913,74.7495427,3,,,,POINT (74.7495427 13.3400913)
13.3336765,74.7483639,3,,,,POINT (74.7483639 13.3336765)
13.333895,74.7485766,3,,,,POINT (74.7485766 13.333895)
13.3336202,74.7496246,1,,,,POINT (74.7496246 13.3336202)
13.3244809,74.7472963,3,,,,POINT (74.7472963 13.3244809)
13.329171,74.7484845,3,,,,POINT (74.7484845 13.329171)
13.3154823,74.7478717,3,,,,POINT (74.7478717 13.3154823)
13.319362,74.7562803,3,,,,POINT (74.7562803 13.319362)
13.3322135,74.7591733,3,,,,POINT (74.7591733 13.3322135)
13.319839,74.7593141,3,,,,POINT (74.7593141 13.319839)
13.3189032,74.75469,3,,,,POINT (74.75469 13.3189032)
13.321085,74.7632228,3,,,,POINT (74.7632228 13.321085)
13.3341657,74.7570651,3,,,,POINT (74.7570651 13.3341657)
13.3334965,74.7575387,3,,,,POINT (74.7575387 13.3334965)
13.3326154,74.7578751,3,,,,POINT (74.7578751 13.3326154)
13.3198611,74.7589471,3,,,,POINT (74.7589471 13.3198611)
13.330811,74.755595,4,,,,POINT (74.755595 13.330811)
13.3287611,74.7560644,3,,,,POINT (74.7560644 13.3287611)
13.3245145,74.7578635,3,,,,POINT (74.7578635 13.3245145)
13.3306934,74.7547814,3,,,,POINT (74.7547814 13.3306934)
13.3321195,74.7514807,4,,,,POINT (74.7514807 13.3321195)
13.3304995,74.7531821,3,,,,POINT (74.7531821 13.3304995)
13.3267169,74.7534763,3,,,,POINT (74.7534763 13.3267169)
13.3261114,74.7534816,3,,,,POINT (74.7534816 13.3261114)
13.32513,74.754061,1,,,,POINT (74.754061 13.32513)
13.3286891,74.7534107,3,,,,POINT (74.7534107 13.3286891)
13.3255163,74.7538625,3,,,,POINT (74.7538625 13.3255163)
13.3296157,74.7484596,3,,,,POINT (74.7484596 13.3296157)
13.3281994,74.7472683,3,,,,POINT (74.7472683 13.3281994)
13.3280898,74.7467868,3,,,,POINT (74.7467868 13.3280898)
13.3293363,74.7455707,4,,,,POINT (74.7455707 13.3293363)
13.3306162,74.7472106,3,,,,POINT (74.7472106 13.3306162)
13.3302591,74.7468129,3,,,,POINT (74.7468129 13.3302591)
13.3307941,74.7465669,3,,,,POINT (74.7465669 13.3307941)
13.3294795,74.7471801,3,,,,POINT (74.7471801 13.3294795)
13.329017,74.7458485,3,,,,POINT (74.7458485 13.329017)
13.3287657,74.7461,3,,,,POINT (74.7461 13.3287657)
13.3299819,74.7469726,3,,,,POINT (74.7469726 13.3299819)
13.3303319,74.7467795,3,,,,POINT (74.7467795 13.3303319)
13.3310275,74.7478345,1,,,,POINT (74.7478345 13.3310275)
13.3343433,74.7480748,4,,,,POINT (74.7480748 13.3343433)
13.3349111,74.7471532,3,,,,POINT (74.7471532 13.3349111)
13.3319187,74.7461062,4,,,,POINT (74.7461062 13.3319187)
13.3321727,74.7457569,3,,,,POINT (74.7457569 13.3321727)
13.3347198,74.7474637,3,,,,POINT (74.7474637 13.3347198)
13.3303403,74.7426356,3,,,,POINT (74.7426356 13.3303403)
13.3295356,74.7410579,1,,,,POINT (74.7410579 13.3295356)
13.331054,74.7407449,3,,,,POINT (74.7407449 13.331054)
13.3306222,74.7405541,3,,,,POINT (74.7405541 13.3306222)
13.333492,74.7403606,1,,,,POINT (74.7403606 13.333492)
13.3485096,74.7601974,3,,,,POINT (74.7601974 13.3485096)
13.34686,74.7601926,4,,,,POINT (74.7601926 13.34686)
13.3389543,74.7374177,4,,,,POINT (74.7374177 13.3389543)
13.3378429,74.7375172,1,,,,POINT (74.7375172 13.3378429)
13.3379734,74.7380081,1,,,,POINT (74.7380081 13.3379734)
13.3388823,74.7391703,3,,,,POINT (74.7391703 13.3388823)
13.3389057,74.7396289,1,,,,POINT (74.7396289 13.3389057)
13.342587,74.736653,3,,,,POINT (74.736653 13.342587)
13.3425567,74.736173,3,,,,POINT (74.736173 13.3425567)
13.3396775,74.7378108,3,,,,POINT (74.7378108 13.3396775)
13.3378131,74.7392874,3,,,,POINT (74.7392874 13.3378131)
13.3377281,74.7386679,1,,,,POINT (74.7386679 13.3377281)
13.340377,74.7411385,3,,,,POINT (74.7411385 13.340377)
13.3387013,74.7347623,1,,,,POINT (74.7347623 13.3387013)
13.3406765,74.7410703,1,,,,POINT (74.7410703 13.3406765)
13.3422587,74.7405615,3,,,,POINT (74.7405615 13.3422587)
13.3425343,74.7406628,3,,,,POINT (74.7406628 13.3425343)
13.3396911,74.7433136,3,,,,POINT (74.7433136 13.3396911)
13.3375887,74.7393279,3,,,,POINT (74.7393279 13.3375887)
13.3377776,74.739938,1,,,,POINT (74.739938 13.3377776)
13.3381061,74.7352335,3,,,,POINT (74.7352335 13.3381061)
13.3416145,74.7385123,1,,,,POINT (74.7385123 13.3416145)
13.340246,74.7431101,3,,,,POINT (74.7431101 13.340246)
13.3364652,74.7345398,3,,,,POINT (74.7345398 13.3364652)
13.3388124,74.7403441,1,,,,POINT (74.7403441 13.3388124)
13.3384794,74.7394849,1,,,,POINT (74.7394849 13.3384794)
13.3382187,74.7401753,1,,,,POINT (74.7401753 13.3382187)
13.338638,74.7394223,3,,,,POINT (74.7394223 13.338638)
13.3542472,74.7297197,3,,,,POINT (74.7297197 13.3542472)
13.3555535,74.7270984,3,,,,POINT (74.7270984 13.3555535)
13.3451277,74.743479,1,,,,POINT (74.743479 13.3451277)
13.351222,74.7448983,3,,,,POINT (74.7448983 13.351222)
13.3552445,74.7444939,3,,,,POINT (74.7444939 13.3552445)
13.3542855,74.7446844,3,,,,POINT (74.7446844 13.3542855)
13.3544525,74.7409623,3,,,,POINT (74.7409623 13.3544525)
13.3446236,74.746045,3,,,,POINT (74.746045 13.3446236)
13.3566839,74.7434478,3,,,,POINT (74.7434478 13.3566839)
13.3591982,74.7441263,3,,,,POINT (74.7441263 13.3591982)
13.3568874,74.7428308,3,,,,POINT (74.7428308 13.3568874)
13.3566982,74.7443248,3,,,,POINT (74.7443248 13.3566982)
13.3569488,74.7426055,3,,,,POINT (74.7426055 13.3569488)
13.3567765,74.7432412,3,,,,POINT (74.7432412 13.3567765)
13.3441226,74.7427449,3,,,,POINT (74.7427449 13.3441226)
13.3462854,74.7424584,1,,,,POINT (74.7424584 13.3462854)
13.3463637,74.7434401,1,,,,POINT (74.7434401 13.3463637)
13.3458286,74.7430834,3,,,,POINT (74.7430834 13.3458286)
13.3461005,74.7440103,3,,,,POINT (74.7440103 13.3461005)
13.3260187,74.7265906,3,,,,POINT (74.7265906 13.3260187)
13.3295208,74.7265197,3,,,,POINT (74.7265197 13.3295208)
13.3308688,74.7245155,3,,,,POINT (74.7245155 13.3308688)
13.3319111,74.724003,3,,,,POINT (74.724003 13.3319111)
13.332433,74.7235784,3,,,,POINT (74.7235784 13.332433)
13.3384818,74.7204546,3,,,,POINT (74.7204546 13.3384818)
